id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
140633,,"Jein. Ich weiß, dass das zwei Dinge sind, und überoptimistisch versucht, zwei Dinge in einen Post zu packen ...
Mein erstes Argument war, dass man die Asylgründe genau prüfen muss - mit ein paar Sätzen in einem Zeitungsartikel ist sicher nicht alles erklärt. Dass jemand einen Asylantrag stellt, ohne genau zu wissen, ob er bekommt, ist sicher kein ""Asylmissbrauch"", um das festzustellen, gibt es ja das Verfahren.

Was ""echte"" Asylgründe gibt, ist eben nicht so klar und einfach, und es ist schon richtig, dass jeder einen Antrag stellen darf, ohne österreichisches Recht studiert zu haben.","jein . ich weiß , dass das zwei dinge sind , und überoptimistisch versucht , zwei dinge in einen post zu packen . mein erstes argument war , dass man die asylgründe genau prüfen muss - mit ein paar sätzen in einem zeitungsartikel ist sicher nicht alles erklärt . dass jemand einen asylantrag stellt , ohne genau zu wissen , ob er bekommt , ist sicher kein  asylmissbrauch  , um das festzustellen , gibt es ja das verfahren . was  echte  asylgründe gibt , ist eben nicht so klar und einfach , und es ist schon richtig , dass jeder einen antrag stellen darf , ohne österreichisches recht studiert zu haben .",SentimentNeutral,1
140634,,"""Genau prüfen"" heißt eben mehr als drei Sätze lesen und eh alles wissen.
Zum Beispiel ist ""aus Kriegsgebieten kommen"" genau kein Asylgrund nach der Genfer Konvention, da muss man nachweisen, dass man individuell verfolgt wurde.

Übrigens haben 2013 ca. 60% der Afghanen in Österreich Asyl bekommen und weitere 22% subsidiären Schutz, und ihr könnt sicher sein, dass die österreichischen Behörden diese Titel nicht verschenken."," genau prüfen  heißt eben mehr als drei sätze lesen und eh alles wissen . zum beispiel ist  aus kriegsgebieten kommen  genau kein asylgrund nach der genfer konvention , da muss man nachweisen , dass man individuell verfolgt wurde . übrigens haben 2013 ca . 60 % der afghanen in österreich asyl bekommen und weitere 22 % subsidiären schutz , und ihr könnt sicher sein , dass die österreichischen behörden diese titel nicht verschenken .",SentimentNegative,0
140635,,"Und höhere Bildung bedeutet, dass man andere schikanieren und beleidigen muss?
In meiner Vorstellung heißt wirklich gebildet sein, gerade, sich nicht aufzuspielen und anderen mit Achtung zu begegegnen, auch wenn sie nicht so lange ind er Schule waren (einfacher gesagt: wer wirklich was ist, hat es nicht nötig, auf Kleineren herumzuhacken).","und höhere bildung bedeutet , dass man andere schikanieren und beleidigen muss ? in meiner vorstellung heißt wirklich gebildet sein , gerade , sich nicht aufzuspielen und anderen mit achtung zu begegegnen , auch wenn sie nicht so lange ind er schule waren ( einfacher gesagt : wer wirklich was ist , hat es nicht nötig , auf kleineren herumzuhacken ) .",SentimentNeutral,1
140636,,"In einem großen Geschäft auf der Wiedner Hauptstraße hängt seit Mai ein ""Lehrling gesucht"" Schild im Schaufenster. Einzelhandelskaufmann/frau, also solide und nicht zu exotisch.


Warum glauben denn Sie ist die Stelle noch immer frei?","in einem großen geschäft auf der wiedner hauptstraße hängt seit mai ein  lehrling gesucht  schild im schaufenster . einzelhandelskaufmann / frau , also solide und nicht zu exotisch . warum glauben denn sie ist die stelle noch immer frei ?",SentimentNegative,0
140637,vielleicht hat er Ratenzahlung bekommen..,vielleicht hat er Ratenzahlung bekommen.. None,vielleicht hat er ratenzahlung bekommen . none,SentimentNegative,0
140638,,welche ungenützten öffentlichen immobilien haben sie da im kopf?,welche ungenützten öffentlichen immobilien haben sie da im kopf ?,SentimentNeutral,1
140639,"allein die ÖBB, als einem der größten Immobilienbesitzer des Landes, verfügen über unzählige ungenutzte Gebäude....alte Bahnhöfe, Hallen etc...","allein die ÖBB, als einem der größten Immobilienbesitzer des Landes, verfügen über unzählige ungenutzte Gebäude....alte Bahnhöfe, Hallen etc... None","allein die öbb , als einem der größten immobilienbesitzer des landes , verfügen über unzählige ungenutzte gebäude . alte bahnhöfe , hallen etc . none",SentimentNeutral,1
140640,,"Wahrscheinlich weil sich nur solche Menschen bewerben, die sich der Chef dort nicht leisten will bzw. kann. Z.B. solche die weder deutsch noch sonst eine Sprache ordentlich lesen und schreiben können oder nicht mal simpelste Prozentrechnungen beherrschen. Oder solche, die den halben Arbeitstag ins Handy schauen, für sonst nix Interesse zeigen aber trotzdem meinen dafür irgendwann einen Lehrabschluss und 12 Hunderter pro Monat zu verdienen.","wahrscheinlich weil sich nur solche menschen bewerben , die sich der chef dort nicht leisten will bzw . kann . z . b . solche die weder deutsch noch sonst eine sprache ordentlich lesen und schreiben können oder nicht mal simpelste prozentrechnungen beherrschen . oder solche , die den halben arbeitstag ins handy schauen , für sonst nix interesse zeigen aber trotzdem meinen dafür irgendwann einen lehrabschluss und 12 hunderter pro monat zu verdienen .",SentimentNegative,0
140641,,"Oh sorry, ich kam versehentlich beim Minus an.","oh sorry , ich kam versehentlich beim minus an .",SentimentNeutral,1
140642,,"Interessant, danke.

Obwohl die Info vom Vorposter auch recht schlüssig klingt.

Denn laut wiki zumindest sprechen auch sie einen persischen Dialekt, wenn auch mit mehr mongolischen und türkischen Lehnwörtern - nur sehen sie anders aus. 

Wird schon auch der alte R. reinspielen. Denn die Iraner sehen sich ja als ehschowissen... das kann man hier nicht schreiben, fängt mit A an..","interessant , danke . obwohl die info vom vorposter auch recht schlüssig klingt . denn laut wiki zumindest sprechen auch sie einen persischen dialekt , wenn auch mit mehr mongolischen und türkischen lehnwörtern - nur sehen sie anders aus . wird schon auch der alte r . reinspielen . denn die iraner sehen sich ja als ehschowissen . das kann man hier nicht schreiben , fängt mit a an .",SentimentNegative,0
140643,,"denk ich mir auch grad, kommt das von selbst oder wird das von hand gesetzt ?","denk ich mir auch grad , kommt das von selbst oder wird das von hand gesetzt ?",SentimentNegative,0
140644,Die Geschichte geht ja noch weiter; es gab ja mehrere Flüchtlingswellen (unabhängig von der laufenden Migration).,"Die Geschichte geht ja noch weiter; es gab ja mehrere Flüchtlingswellen (unabhängig von der laufenden Migration). Die erste war Zuge des Kämpfe gegen die Russische Armee - die Afghanen bekamen gelbe Ausweise und waren angesehen weil sie für ihre Religion gekämpft haben und vor den Russen geflohen sind; die nächste Flüchtlingewelle war im Zuge des Bürgerkriegs gegen die Taliban, diese Flüchtlinge bekamen weiße Ausweise (warum auch immer) und wurden von der Bevölkerung angefeindet weil sie nur wegen der Vorteile/staatl. Unterstützung geflohen sind und ihre Heimat im Stich gelassen haben.
Andererseits haben viele dieser registrierten afghanischen Flüchtlinge im Iran bei den ""Einreiseuntersuchungen"" das erste Mal einen Arzt zu Gesicht beklommen, wurden körperlich aufgepäppelt (Unterernährung),...
Eine sehr vielschichtige Situation.","die geschichte geht ja noch weiter ; es gab ja mehrere flüchtlingswellen ( unabhängig von der laufenden migration ) . die erste war zuge des kämpfe gegen die russische armee - die afghanen bekamen gelbe ausweise und waren angesehen weil sie für ihre religion gekämpft haben und vor den russen geflohen sind ; die nächste flüchtlingewelle war im zuge des bürgerkriegs gegen die taliban , diese flüchtlinge bekamen weiße ausweise ( warum auch immer ) und wurden von der bevölkerung angefeindet weil sie nur wegen der vorteile / staatl . unterstützung geflohen sind und ihre heimat im stich gelassen haben . andererseits haben viele dieser registrierten afghanischen flüchtlinge im iran bei den  einreiseuntersuchungen  das erste mal einen arzt zu gesicht beklommen , wurden körperlich aufgepäppelt ( unterernährung ) , . eine sehr vielschichtige situation .",SentimentNeutral,1
140645,,"http://derstandard.at/2000017977575/Gepinnte-Postings-und-Top-Postings
Ich frag da trotzdem nach dem Sinn dahinter, man kann ja sowieso auf alle Postings umschalten?
Vorkommen tut die Option meist bei kritischen Themen, wo User häufig anderer Meinung sind.","URL ich frag da trotzdem nach dem sinn dahinter , man kann ja sowieso auf alle postings umschalten ? vorkommen tut die option meist bei kritischen themen , wo user häufig anderer meinung sind .",SentimentNegative,0
140646,,"Wenn man wie Frau Brickner Sympathien für Flüchtlinge gewinnen will (das ist gut!), dann darf man das aber nicht so machen, wie sie es tut. In Zelten schlafen ist in Ö im Sommer bei leibe nichts schlimmes. Natürlich ist es in vier Wänden schöner, aber ein Muss ist es nicht. Bis die Nächte kalt werden, muss man sich natürlich was überlegen - also rasch.

Wenn ich meine Wohnungsmiete übrigens nicht mehr zahlen kann, kann ich nicht mal im Zelt schlafen. Weil ein Zelt darf ich nicht einfach so irgendwo aufstellen. Also bitte immer die Relationen im Blick behalten.","wenn man wie frau brickner sympathien für flüchtlinge gewinnen will ( das ist gut ! ) , dann darf man das aber nicht so machen , wie sie es tut . in zelten schlafen ist in ö im sommer bei leibe nichts schlimmes . natürlich ist es in vier wänden schöner , aber ein muss ist es nicht . bis die nächte kalt werden , muss man sich natürlich was überlegen - also rasch . wenn ich meine wohnungsmiete übrigens nicht mehr zahlen kann , kann ich nicht mal im zelt schlafen . weil ein zelt darf ich nicht einfach so irgendwo aufstellen . also bitte immer die relationen im blick behalten .",SentimentNeutral,1
140647,,Betroffenheit ist keine Lösung. Also Lösungsvorschlag bringen.,betroffenheit ist keine lösung . also lösungsvorschlag bringen .,SentimentNegative,0
140648,,"Die Sache ist: Alle hierher wandern zu lassen, ist keine Lösung. Weil dann auch hier alle in 1-2 Generationen nur mehr Steinbrüche bearbeiten werden. Ich hoffe das leuchtet ein.","die sache ist : alle hierher wandern zu lassen , ist keine lösung . weil dann auch hier alle in 1-2 generationen nur mehr steinbrüche bearbeiten werden . ich hoffe das leuchtet ein .",SentimentNegative,0
140649,,"Ich glaube schon lange, dass Frau Brickner ein Uboot ist. So wie die Zelte den Ö sagen sollen, dass wir keine Räumlichkeiten haben (was nicht stimmt), so will Frau Brickner auch dazu beitragen, die F und ÖVP Meute aufzustacheln.","ich glaube schon lange , dass frau brickner ein uboot ist . so wie die zelte den ö sagen sollen , dass wir keine räumlichkeiten haben ( was nicht stimmt ) , so will frau brickner auch dazu beitragen , die f und övp meute aufzustacheln .",SentimentNegative,0
140650,"""...wenn man nur Berichte über schwerst traumatisierte Kriegsflüchtling bringen würde....""","""...wenn man nur Berichte über schwerst traumatisierte Kriegsflüchtling bringen würde...."" wenn man doch nur mal einen bringen würde - von nur kann ja hier wohl wirklich nicht die rede sein. 

und dass man seiner armut und perspektivlosigkeit entkommen möchte, ist verständlich. aber wenn man schon aus diesem grund hier herkommt, dann sollte man lieber etwas zurückhaltender sein und sich nicht noch in einem interview produzieren, wo man über finzanzielle unabhängigkeit phantasiert und sich noch indirekt beschwert, dass man hier im zelt schlafen muss.... das macht alles nicht sympathisch (ganz unabhängig von den vielen ungereimtheiten, die dieser artikel aufzeigt)"," . wenn man nur berichte über schwerst traumatisierte kriegsflüchtling bringen würde .  wenn man doch nur mal einen bringen würde - von nur kann ja hier wohl wirklich nicht die rede sein . und dass man seiner armut und perspektivlosigkeit entkommen möchte , ist verständlich . aber wenn man schon aus diesem grund hier herkommt , dann sollte man lieber etwas zurückhaltender sein und sich nicht noch in einem interview produzieren , wo man über finzanzielle unabhängigkeit phantasiert und sich noch indirekt beschwert , dass man hier im zelt schlafen muss . das macht alles nicht sympathisch ( ganz unabhängig von den vielen ungereimtheiten , die dieser artikel aufzeigt )",SentimentNegative,0
140651,,"Alle die da sind, ja.","alle die da sind , ja .",SentimentNeutral,1
140652,,"Alleine die der Kirche... Kasernen, geschlossene Schulen/Gemeindegebäude,...","alleine die der kirche . kasernen , geschlossene schulen / gemeindegebäude , .",SentimentNeutral,1
140653,"Ich bin Zeit' meines Lebens immer dahin gezogen, wo ich wirtschaftlich oder ..","Ich bin Zeit' meines Lebens immer dahin gezogen, wo ich wirtschaftlich oder .. .. persönlich am Besten dran war. In den USA war ich wegen der Aktienoptionen, in den Niederlanden wegen des Steuervorteils, jetzt in Deutschland wegen des hohen Gehalts. Man sollte das Streben nach Glück und die Reisefreiheit in die Menschenrechte integrieren und dies nicht nur privilegierten Menschen vorenthalten ..","ich bin zeit ' meines lebens immer dahin gezogen , wo ich wirtschaftlich oder . . persönlich am besten dran war . in den usa war ich wegen der aktienoptionen , in den niederlanden wegen des steuervorteils , jetzt in deutschland wegen des hohen gehalts . man sollte das streben nach glück und die reisefreiheit in die menschenrechte integrieren und dies nicht nur privilegierten menschen vorenthalten .",SentimentNeutral,1
140654,"Was an dem Wort ""Sicherheitsgründe"" haben sie nicht verstanden? Im Iran könnens","Was an dem Wort ""Sicherheitsgründe"" haben sie nicht verstanden? Im Iran könnens als Jugendlicher wegen vielerlei Gründe am Baukran baumeln ..",was an dem wort  sicherheitsgründe  haben sie nicht verstanden ? im iran könnens als jugendlicher wegen vielerlei gründe am baukran baumeln .,SentimentNegative,0
140655,Was soll man denn ihrer Meinung nach mit einem Minderjährigen tun? In der rosa,Was soll man denn ihrer Meinung nach mit einem Minderjährigen tun? In der rosa Faserschmeichlerwelt der Asylhasser ist ja alles sooooo einfach und sooooo klar ...,was soll man denn ihrer meinung nach mit einem minderjährigen tun ? in der rosa faserschmeichlerwelt der asylhasser ist ja alles sooooo einfach und sooooo klar .,SentimentNegative,0
140656,"Ja eh. Es gibt viele solcher Fälle die dann subsidiären Schutz oder, wie hier, die ..","Ja eh. Es gibt viele solcher Fälle die dann subsidiären Schutz oder, wie hier, die .. .. ""Duldung"" erhalten, weil man sie nicht abschieben kann und/oder darf. Ich habe tagtäglich mit Wirtschaftsflüchtlingen zu tun, die nichts anderes als ein besseres Leben wollen und irgendwann abgeschoben werden .. Ich habe schon lange aufgegeben über diese Menschen zu urteilen. Es sind eben nur Menschen und ich würde niemals jemanden das Recht auf ein besseres Leben absprechen ..","ja eh . es gibt viele solcher fälle die dann subsidiären schutz oder , wie hier , die . .  duldung  erhalten , weil man sie nicht abschieben kann und / oder darf . ich habe tagtäglich mit wirtschaftsflüchtlingen zu tun , die nichts anderes als ein besseres leben wollen und irgendwann abgeschoben werden . ich habe schon lange aufgegeben über diese menschen zu urteilen . es sind eben nur menschen und ich würde niemals jemanden das recht auf ein besseres leben absprechen .",SentimentNeutral,1
